product_name,permit_number,permit_type,crop,target,purpose,dose,dose_unit,spray_volume,spray_volume_unit,bbch_min,bbch_max,treatment_time,phi,max_treatments,min_interval_days,expiry_date,latest_document,source_pdf,issue_reason
Medax Top,04.2/1322-1/2014,alapengedely,őszi káposztarepce,"növekedés szabályozás, szárszilárdítás, télállóság fokozása",növekedés szabályozó szer,0.6-1,l/ha,200-250,l/ha,13,19,ősszel háromleveles állapottól tőlevélrózsás fejlettségig (BBCH 13- 19) és/vagy tavasszal 1 nóduszos állapottól zöldbimbós állapotig (BBCH 31- 51),,1 őszi és/vagy 1 tavaszi,,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Medax Top,04.2/1322-1/2014,alapengedely,"durumbúza, tönkölybúza","növekedés szabályozás, szárszilárdítás",növekedés szabályozó szer,1,l/ha,200-250,l/ha,31,37,1 nóduszos állapottól zászlóslevél megjelenéséig (BBCH 31- 37),,1,14,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Medax Top,04.2/1322-1/2014,alapengedely,mustár (vetőmag),"növekedés szabályozás, szárszilárdítás",növekedés szabályozó szer,1,l/ha,200-250,l/ha,21,51,első oldalhajtás megjelenésétő l zöldbimbós állapotig (BBCH 21- 51),,1,14,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Medax Top,04.2/1322-1/2014,alapengedely,olajlen,"növekedés szabályozás, szárszilárdítás",növekedés szabályozó szer,1,l/ha,200-250,l/ha,,,szárnövekedé s kezdetétől első sziromlevelek,,1,14,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Medax Top,04.2/1322-1/2014,alapengedely,magvas gomborka,"növekedés szabályozás, szárszilárdítás",növekedés szabályozó szer,1,l/ha,200-250,l/ha,31,59,szárbaindulás kezdetétől sárgabimbós állapotig (BBCH 31- 59),,1,14,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Medax Top,04.2/1322-1/2014,alapengedely,mák,"növekedés szabályozás, szárszilárdítás",növekedés szabályozó szer,1,l/ha,200-250,l/ha,31,59,szárbaindulás kezdetétől kampósbot állapot végéig (BBCH 31- 59),,1,14,2026-10-15,Medax Top_KKmod_0095551-1_2024.11.14_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346208221es346208526&documentName=Medax+Top_KKmod_0095551-1_2024.11.14_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Merpan 80 WDG,02.5/773/2/2007,alapengedely,"Almatermésűek alma, körte, birs, naspolya","varasodás, moníliás betegség",gombaölő szer,1.25-2,kg/ha,800-1500,l/ha,07,07,rügypattanástól (BBCH 07) végső gyümölcsméret kialakulásáig (BBCH 80),,10,7,2027-01-31,Merpan80WDG_mod_20260428.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959767es348930994&documentName=Merpan80WDG_mod_20260428.pdf,missing verified normal row recovered from latest permit point 4 table
Merpan 80 WDG,02.5/773/2/2007,alapengedely,"Csonthéjasok cseresznye, meggy,","sztigminás betegség, moníliás betegség, antraknózis",gombaölő szer,1.25-2,kg/ha,800-1200,l/ha,07,07,rügypattanástól (BBCH 07) zöldborsó nagyságú gyümölcsméret kialakulásáig (BBCH 71-74),,3,7,2027-01-31,Merpan80WDG_mod_20260428.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959767es348930994&documentName=Merpan80WDG_mod_20260428.pdf,missing verified normal row recovered from latest permit point 4 table
Merpan 80 WDG,02.5/773/2/2007,alapengedely,szamóca,"gombabetegségek, kivéve: lisztharmat",gombaölő szer,1.25,kg/ha,400-600,l/ha,90,90,betakarítás utáni állapottól (BBCH 90) érés kezdetéig (BBCH 81),,2,7,2027-01-31,Merpan80WDG_mod_20260428.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959767es348930994&documentName=Merpan80WDG_mod_20260428.pdf,missing verified normal row recovered from latest permit point 4 table
Merpan 80 WDG,02.5/773/2/2007,alapengedely,málna,"gombabetegségek, kivéve: lisztharmat",gombaölő szer,1.25,kg/ha,400-600,l/ha,90,90,betakarítás utáni állapottól (BBCH 90) érés kezdetéig (BBCH 81),,6,7,2027-01-31,Merpan80WDG_mod_20260428.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959767es348930994&documentName=Merpan80WDG_mod_20260428.pdf,missing verified normal row recovered from latest permit point 4 table
Merpan 80 WDG,02.5/773/2/2007,alapengedely,paradicsom,"paradicsomvész, alternáriás betegség, szürkerothadás",gombaölő szer,1.25-1.6,kg/ha,400-600,l/ha,15,15,5 leveles állapottól (BBCH 15) az 1. bogyó teljes kifejlődéséig (BBCH 71),,4,7,2027-01-31,Merpan80WDG_mod_20260428.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959767es348930994&documentName=Merpan80WDG_mod_20260428.pdf,missing verified normal row recovered from latest permit point 4 table
Milbeknock,04.2/1415-1/2018,alapengedely,paradicsom (szabadföldi),közönséges takácsatka (Tetranychus urticae),"rovarölő szer, atkaölő szer",1,l/ha,500-1500,l/ha,69,89,virágzás vége ‒ teljes érés (BBCH 69-89),,2,7,2027-05-31,Milbeknock_mod_40065_2_20251028_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348013446es348042781&documentName=Milbeknock_mod_40065_2_20251028_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Milbeknock,04.2/1415-1/2018,alapengedely,uborka (szabadföldi),közönséges takácsatka (Tetranychus urticae),"rovarölő szer, atkaölő szer",1,l/ha,500-1500,l/ha,69,89,virágzás vége ‒ teljes érés (BBCH 69-89),,2,7,2027-05-31,Milbeknock_mod_40065_2_20251028_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348013446es348042781&documentName=Milbeknock_mod_40065_2_20251028_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Nasa Neo,6300/955-1/2022,alapengedely,tarló,"1.1 magról kelő egy- és kétszikű gyomok, 1.2 évelő egy- és kétszikű gyomok",gyomirtó szer,2-6,l/ha,250-300,l/ha,,,a gyomnövények intenzív növekedésekor,,1,,2027-03-31,Nasa Neo eng 2022.03.23 publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=326208609es325499665&documentName=Nasa+Neo+eng+2022.03.23+publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Nasa Neo,6300/955-1/2022,alapengedely,"szőlő (bor-, csemege-) (min. 3 éves)","magról kelő egy- és kétszikű gyomok, évelő egy- és kétszikű gyomok",gyomirtó szer,2-6,l/ha,150-300,l/ha,,,"hajtásnövekedés kezdetéig, szüret után",,2,60,2027-03-31,Nasa Neo eng 2022.03.23 publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=326208609es325499665&documentName=Nasa+Neo+eng+2022.03.23+publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Nasa Neo,6300/955-1/2022,alapengedely,"almatermésűek (alma, körte, birs, naspolya) (min. 3 éves)","magról kelő egy- és kétszikű gyomok, évelő egy- és kétszikű gyomok",gyomirtó szer,2-6,l/ha,150-300,l/ha,,,hajtásnövekedés kezdetéig vagy szüret után,,1,60,2027-03-31,Nasa Neo eng 2022.03.23 publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=326208609es325499665&documentName=Nasa+Neo+eng+2022.03.23+publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Nasa Neo,6300/955-1/2022,alapengedely,"csonthéjasok (cseresznye, meggy, őszibarack, nektarin, kajszi, ringló, szilva) (min. 3 éves)","magról kelő egy- és kétszikű gyomok, évelő egy- és kétszikű gyomok",gyomirtó szer,2-6,l/ha,150-300,l/ha,,,hajtásnövekedés kezdetéig vagy szüret után,,1,60,2027-03-31,Nasa Neo eng 2022.03.23 publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=326208609es325499665&documentName=Nasa+Neo+eng+2022.03.23+publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Sivanto Energy,6300/2328-2/2022,alapengedely,köles,"kukoricamoly, gyapottok- bagolylepke, levéltetvek",rovarölő szer,0.75,l/ha,200-500,l/ha,51,59,bugahányás kezdete ‒ bugahányás vége (BBCH 51-59) szemfejlődés kezdete ‒ tejesérés (BBCH 71-75),,1,14,2027-08-15,Sivanto_Energy_mod_20250924publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347867535es347859837&documentName=Sivanto_Energy_mod_20250924publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Sivanto Energy,6300/2328-2/2022,alapengedely,cirok,"kukoricamoly, gyapottok- bagolylepke, levéltetvek",rovarölő szer,0.75,l/ha,200-500,l/ha,51,59,bugahányás kezdete ‒ bugahányás vége (BBCH 51-59) szemfejlődés kezdete ‒ tejesérés (BBCH 71-75),,1,14,2027-08-15,Sivanto_Energy_mod_20250924publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347867535es347859837&documentName=Sivanto_Energy_mod_20250924publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Sivanto Energy,6300/2328-2/2022,alapengedely,őszi és tavaszi zab,"levéltetvek, vetésfehérítő bogarak",rovarölő szer,0.5,l/ha,200-500,l/ha,41,59,levélhüvely- növekedés kezdete ‒ a buga teljesen kiemelkedett (BBCH 41-59) szemképződés ‒ viaszérés (BBCH 71-83),,2,14,2027-08-15,Sivanto_Energy_mod_20250924publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347867535es347859837&documentName=Sivanto_Energy_mod_20250924publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Sivanto Energy,6300/2328-2/2022,alapengedely,őszi és tavaszi zab,gabonapoloskák,rovarölő szer,0.75,l/ha,200-500,l/ha,41,59,levélhüvely- növekedés kezdete ‒ a buga teljesen kiemelkedett (BBCH 41-59) szemképződés ‒ viaszérés (BBCH 71-83),,2,14,2027-08-15,Sivanto_Energy_mod_20250924publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347867535es347859837&documentName=Sivanto_Energy_mod_20250924publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Sivanto Energy,6300/2328-2/2022,alapengedely,pattogtatni való kukorica,"kukoricamoly, gyapottok- bagolylepke, amerikai kukoricabogár, levéltetvek",rovarölő szer,0.75,l/ha,200-500,l/ha,51,59,címerhányás kezdete ‒ címerhányás vége (BBCH 51-59) szemfejlődés kezdete ‒ tejesérés (BBCH 71-75),,1,14,2027-08-15,Sivanto_Energy_mod_20250924publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=347867535es347859837&documentName=Sivanto_Energy_mod_20250924publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Teldor 500 SC,16205/2003,alapengedely,uborka hajtatott,botrítiszes betegség (szürkepenész),gombaölő szer,1,l/ha,400-1200,l/ha,12,12,kétleveles állapottól (BBCH 12) érésig (BBCH 89),,3,8,2030-12-31,Teldor_KKmod_20260421.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348897720es348890193&documentName=Teldor_KKmod_20260421.pdf,missing verified normal row recovered from latest permit point 4 table
Teldor 500 SC,16205/2003,alapengedely,fejes saláta hajtatott,"botrítiszes betegség (szürkepenész), szklerotíniás betegség (fehérpenész)",gombaölő szer,1,l/ha,400-600,l/ha,13,13,háromleveles állapottól (BBCH 13) végleges fejméret kialakulásáig (BBCH 49),,3,7,2030-12-31,Teldor_KKmod_20260421.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348897720es348890193&documentName=Teldor_KKmod_20260421.pdf,missing verified normal row recovered from latest permit point 4 table
Teldor 500 SC,16205/2003,alapengedely,"batávia saláta, jégsaláta, lollo saláta, római saláta, tépősaláta hajtatott","botrítiszes betegség (szürkepenész), szklerotíniás betegség (fehérpenész)",gombaölő szer,1,l/ha,400-600,l/ha,13,13,háromleveles állapottól (BBCH 13) végleges fejméret kialakulásáig (BBCH 49),,3,7,2030-12-31,Teldor_KKmod_20260421.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348897720es348890193&documentName=Teldor_KKmod_20260421.pdf,missing verified normal row recovered from latest permit point 4 table
Teldor 500 SC,16205/2003,alapengedely,lágyszárú dísznövények hajtatott,botrítiszes betegség (szürkepenész),gombaölő szer,1,l/ha,400-1000,l/ha,,,n. k.*,,3,10,2030-12-31,Teldor_KKmod_20260421.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348897720es348890193&documentName=Teldor_KKmod_20260421.pdf,missing verified normal row recovered from latest permit point 4 table
Teldor 500 SC,16205/2003,alapengedely,"díszfák, díszcserjék, díszfaiskola szabadföldi","moníliás virág- és hajtáspusztulás, botrítiszes betegség (szürkepenész)",gombaölő szer,1,l/ha,400-1200,l/ha,,,n. k.*,,3,10,2030-12-31,Teldor_KKmod_20260421.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348897720es348890193&documentName=Teldor_KKmod_20260421.pdf,missing verified normal row recovered from latest permit point 4 table
Atonik,658/2005,alapengedely,"paprika, paradicsom","növekedés- szabályozás, termésnövelés",növekedés szabályozó szer,0.5,l/ha,300-500,l/ha,50,71,bimbófejlődéstől az 1. bogyó teljes kifejlődéséig (BBCH 50-71),,3,7,2026-10-31,Atonik_felülvizsgálat_20211206 final indoklás nélkül.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=317052167es317052255&documentName=Atonik_fel%c3%bclvizsg%c3%a1lat_20211206+final+indokl%c3%a1s+n%c3%a9lk%c3%bcl.pdf,missing verified normal row recovered from latest permit point 4 table
Atonik,658/2005,alapengedely,szója,"növekedés- szabályozás, termésnövelés",növekedés szabályozó szer,0.5-1,l/ha,300-500,l/ha,61,61,"virágzás kezdete, 10 %-os virágzás (BBCH 61)",,1,14,2026-10-31,Atonik_felülvizsgálat_20211206 final indoklás nélkül.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=317052167es317052255&documentName=Atonik_fel%c3%bclvizsg%c3%a1lat_20211206+final+indokl%c3%a1s+n%c3%a9lk%c3%bcl.pdf,missing verified normal row recovered from latest permit point 4 table
Atonik,658/2005,alapengedely,mák,"növekedés- szabályozás, termésnövelés",növekedés szabályozó szer,0.6,l/ha,300-500,l/ha,12,15,"tőlevélrózsa (2-5 leveles) állapotban (BBCH 12-15), majd a szár növekedésének megindulásától a vegetatív fázis végéig (BBCH 30-39)",,2,10,2026-10-31,Atonik_felülvizsgálat_20211206 final indoklás nélkül.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=317052167es317052255&documentName=Atonik_fel%c3%bclvizsg%c3%a1lat_20211206+final+indokl%c3%a1s+n%c3%a9lk%c3%bcl.pdf,missing verified normal row recovered from latest permit point 4 table
Aviator Xpro 225 EC,6700/2507-1/2023,alapengedely,tritikálé,"lisztharmat, vörösrozsda (levélrozsda), szeptóriás levélfoltosság, szeptóriás pelyvafoltosság, pirenofórás betegség",gombaölő szer,0.8-1,l/ha,200-400,l/ha,30,30,szárbaindulástól (BBCH 30) kalászhányás végéig (BBCH 59),,2,14,2028-03-31,AviatorXpro_mod_20260427.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959754es348930981&documentName=AviatorXpro_mod_20260427.pdf,missing verified normal row recovered from latest permit point 4 table
Aviator Xpro 225 EC,6700/2507-1/2023,alapengedely,tritikálé,kalászfuzáriózis,gombaölő szer,1,l/ha,200-400,l/ha,30,30,szárbaindulástól (BBCH 30) kalászhányás végéig (BBCH 59),,2,14,2028-03-31,AviatorXpro_mod_20260427.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959754es348930981&documentName=AviatorXpro_mod_20260427.pdf,missing verified normal row recovered from latest permit point 4 table
Aviator Xpro 225 EC,6700/2507-1/2023,alapengedely,rozs,"lisztharmat, barnarozsda (levélrozsda), szeptóriás levélfoltosság, pirenofórás betegség, rinhospóriumos levélfoltosság",gombaölő szer,0.8-1,l/ha,200-400,l/ha,30,30,szárbaindulástól (BBCH 30) kalászhányás végéig (BBCH 59),,2,14,2028-03-31,AviatorXpro_mod_20260427.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=348959754es348930981&documentName=AviatorXpro_mod_20260427.pdf,missing verified normal row recovered from latest permit point 4 table
Azatin EC,6300/1561-1/2020,alapengedely,"uborka, cukkini (hajtatott)","levéltetvek, üvegházi liszteske, aknázó legyek, bagolylepkék lárvái, tripszek",rovarölő szer,1-1.5,l/ha,1000,l/ha,11,89,első levelek kiterülésétől – a növény teljes kifejlődéséig (BBCH 11-89) januártól- decemberig,,5,7,2028-01-31,Azatin EC_mod_35743_1_20250424_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346901071es346881143&documentName=Azatin+EC_mod_35743_1_20250424_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
Azatin EC,6300/1561-1/2020,alapengedely,"görögdinnye, sárgadinnye, tök (hajtatott)","levéltetvek, üvegházi liszteske, aknázó legyek, bagolylepkék lárvái, tripszek",rovarölő szer,1-1.5,l/ha,1000,l/ha,11,89,első levelek kiterülésétől- a növény teljes kifejlődéséig (BBCH 11-89) januártól- decemberig,,5,7,2028-01-31,Azatin EC_mod_35743_1_20250424_publikus.pdf,https://novenyvedoszer.nebih.gov.hu/Engedelykereso/DocumentHandler.ashx?documentId=346901071es346881143&documentName=Azatin+EC_mod_35743_1_20250424_publikus.pdf,missing verified normal row recovered from latest permit point 4 table
